user_category,content
前屏裂类,屏裂
用户描述无故障（纯服务类）,忘记隐私密码
开关机类,用户买书进液不能开机
重度社交应用类,微信视频对方听不见声音
前屏裂类,屏幕破裂 
用户描述无故障（纯服务类）,贴膜
使用时间类,用户描述机器待机使用时间短
前显示屏类,手机进液、私拆，显示黑屏
后置拍照类,后置拍照模糊
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜
重启类,自动重启
充电类,不充电
用户描述无故障（纯服务类）,用户要求刷机
用户描述无故障（纯服务类）,会员贴膜，
用户描述无故障（纯服务类）,会员贴膜，送手机套，
用户描述无故障（纯服务类）,会员贴膜，
前触摸屏类,手机弯曲触摸屏不工作
用户描述无故障（纯服务类）,手机皮套破损
用户描述无故障（纯服务类）,贴膜，手机壳变色
用户描述无故障（纯服务类）,贴膜
开关机类,不开机
其他类,不能下载软件
通话类,用户手机插入耳机无声  听筒声音小 送话声音小
音频类,打电话听不到对方声音 机身弯曲 摄像头镜面破
前屏裂类,接机时间1:40   屏裂，电池盖裂，有官方碎屏宝和后盖宝
前屏裂类,屏幕破裂 
充电类,手机待机时间短，尾插口松动。
用户描述无故障（纯服务类）, 清洗听筒
网络信号类, 无法接打电话
重度社交应用类,微信群视频聊天对方看到自己的图像是绿屏
前屏裂类,触摸屏显示屏裂，电池盖四角磕伤
重度社交应用类,qq登录不上
充电类,不充电
用户描述无故障（纯服务类）,忘记密码
用户描述无故障（纯服务类）,微信消息延迟 贴膜
充电类,不识卡 不充电
电池盖裂类,外屏裂 电池盖裂
通话类,受话低
前屏裂类,屏裂，换屏
前屏裂类,屏破
用户描述无故障（纯服务类）,接机时间13:08   贴膜
开关机类,顺丰取件异常原因:经客户同意，更改收派时间;其他 
前屏裂类,机器屏破，8.18收到
前屏裂类,接机时间15:05，机器屏破，中框磨损
使用时间类, 手机使用时间短，反应慢
音频类,手机外放音可以听见，使用耳机无声音，资料已备份
前屏裂类,手机屏裂
网络信号类,手机不读卡
开关机类,手机卡升级模式
通话类,接机时间14；52  通话对方听不到【非本人】
用户描述无故障（纯服务类）,接机时间：12:58贴膜、手机壳【本人】
前屏裂类,手机内屏裂，顾客要求清理，贴膜
前屏裂类,屏裂，后盖裂
前屏裂类,屏裂
前屏裂类,屏裂
前屏裂类,屏裂 
前屏裂类,换屏17-18-18
通话类,手机打电话听不见对方说话  16-18-18
SIM卡类,不识卡 不充电
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏破
开关机类,"接机时间10;03,开机进入recovery模式"
前屏裂类,接机时间13:27，屏破
电池盖裂类,内屏破，电池盖破
前屏裂类,接机时间10:27   外屏破
用户描述无故障（纯服务类）,接机时间11:59，膜气泡
开关机类,接机时间9；10  开关键失灵【本人】
用户描述无故障（纯服务类）,接机时间10:50，换前膜，后膜，镜头膜，领取手机套【本人】
用户描述无故障（纯服务类）,贴膜，清洗
用户描述无故障（纯服务类）,会员贴膜
使用时间类,微博，抖音，微信，电子书，爱奇艺耗电快
前屏裂类,屏裂 
用户描述无故障（纯服务类）,贴膜
充电类,不充电 5F 8.16.17.17
音频类,外放声音小
前屏裂类,内外屏裂 电池盖裂
前屏裂类,内外屏裂
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,送壳子
前屏裂类,屏裂
死机类,卡机，自动关机
用户描述无故障（纯服务类）,免费贴膜
前屏裂类,显示屏裂
开关机类,进水 不开机 检测
前屏裂类,屏裂-18-
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,忘记隐私密码，升级
用户描述无故障（纯服务类）,忘记密码 资料无法备份  610112198512032016  ZXX  外修
用户描述无故障（纯服务类）,贴膜 赠送保护壳ZXX
重度社交应用类,手机微信打不开
前屏裂类,屏裂
前屏裂类,屏裂
通话类,用户描述通话断续，无声，有时又拉长音
用户描述无故障（纯服务类）,不开机
前显示屏类,进水花屏
通话类,用户描述机器听筒声音小
前屏裂类,显示屏黑屏
前屏裂类,屏裂，换屏
前屏裂类,屏碎
前屏裂类,显示屏裂，资料不备份ZZY 
用户描述无故障（纯服务类）,贴膜
前屏裂类,触摸屏显示屏裂（换屏）   保留用户资料
前屏裂类,屏裂
Wi-Fi类,接机时间17；16WIFI打不开，充电发热，耗电快
前屏裂类,屏上方显示黑色
开关机类,不开机
其他类,接机时间13:49   进液
前显示屏类,接机时间16:47，用户反映屏幕异常；手机发热
前屏裂类,换屏
前屏裂类,接机时间11；38  黑屏【本人】
SIM卡类,接机时间12:01， 不读卡 【本人】
使用时间类,接机时间；11.33  耗电快 【本人】
用户描述无故障（纯服务类）,用户反映耳机孔插不到底，要求更换贴膜
开关机类,开机停在vivo界面
用户描述无故障（纯服务类）,用户要求贴膜
前屏裂类,屏裂
前显示屏类,不开机
开关机类,不开机
前屏裂类,换屏
用户描述无故障（纯服务类）,换壳
前置拍照类,拍照无功能
按键类,按键卡键
前屏裂类,屏裂
用户描述无故障（纯服务类）,贴膜
SIM卡类,SIM卡不显示
前屏裂类,屏裂
用户描述无故障（纯服务类）,贴膜
前屏裂类,显示屏裂
开关机类,接机时间；13.59  不开机 【本人】
开关机类,接机时间：14:36手机进水【本人】
用户描述无故障（纯服务类）,贴前后膜
充电类,充电电流小
前屏裂类,外屏裂 电池盖裂
前屏裂类,屛裂-660
网络信号类,接机时间11:59   通话掉线
前屏裂类,接机时间10.37，屏碎，本人。
用户描述无故障（纯服务类）,接机时间15:23，会员贴膜
前屏裂类,屏破换屏
前屏裂类,接机时间12.54，内屏破
其他类,手机遗失，有机卡绑定，需解绑
前显示屏类,黑屏，不开机黑屏，不开机黑屏，不开机黑屏不开机
用户描述无故障（纯服务类）,接机时间17；00  贴膜【本人】
前屏裂类,接机时间：10:18屏破换屏【非机主本人】私人维修
通话类,接机时间：13:51检测、听筒扬声器【本人】
用户描述无故障（纯服务类）,  贴膜
电池盖裂类,换屏，电池盖
用户描述无故障（纯服务类）, 贴膜
后屏裂类,副屏内屏裂
用户描述无故障（纯服务类）,会员贴膜
充电类,充电接触不良
电池盖裂类,电池盖裂
开关机类,机器进液 不开机  协议已签
前屏裂类,内屏裂
用户描述无故障（纯服务类）,清洗 
开关机类,不开机
前屏裂类,屏碎
用户描述无故障（纯服务类）,贴膜，资料不备份ZZY 
按键类,关机键异常
前屏裂类,换屏（碎屏险）  -18-
用户描述无故障（纯服务类）,会员贴膜，
用户描述无故障（纯服务类）,会员贴膜，送手机套，
用户描述无故障（纯服务类）,会员贴膜，
用户描述无故障（纯服务类）,贴膜手机壳变色
前显示屏类,显示黑屏，非原厂显示屏
开关机类,不开机
用户描述无故障（纯服务类）,会员贴膜，
使用时间类,屏裂，电池盖裂
用户描述无故障（纯服务类）,微信上不去，
用户描述无故障（纯服务类）,贴膜，前 后。皮套破损  
前显示屏类,黑屏
用户描述无故障（纯服务类）,开机键坏
使用时间类,耗电快
用户描述无故障（纯服务类）,用户手机壳发黄 更换手机壳
重度社交应用类,解封微信 
开关机类,更换电池
充电类,不充电
前屏裂类,屏裂
音频类,外放声音小
通话类,听筒声音小
外观结构类,无镜片
前屏裂类,屏裂后盖裂
前屏裂类,屏碎
用户描述无故障（纯服务类）,遗忘锁屏密码
第三方程序异常类,用户描述通话杂音
用户描述无故障（纯服务类）,贴膜及更换皮套
充电类,不开机，不充电
反应慢/不流畅类,反应慢，卡顿
前屏裂类,屏裂
用户描述无故障（纯服务类）,会员贴膜，
用户描述无故障（纯服务类）,会员贴膜
用户描述无故障（纯服务类）,贴膜手机壳变色
充电类,不充电
开关机类,不开机
前屏裂类,内屏裂
前屏裂类,内屏裂
用户描述无故障（纯服务类）,刷机
开关机类,进液 不开机 资料无法备份ZXX 外修  少螺丝
前屏裂类,屏裂ZXX
用户描述无故障（纯服务类）,贴膜 前后膜赠送保护壳ZXX
电池盖裂类,电池盖裂ZXX
死机类,死机 资料用户自行备份ZXX
用户描述无故障（纯服务类）,贴膜
音频类,电池盖裂，外放杂音，SIM1不识卡
前屏裂类,屏裂
前屏裂类,屏裂
用户描述无故障（纯服务类）,打电话听不见，用户要求贴膜，要壳子。
用户描述无故障（纯服务类）,用户描述视频聊天微信送话声音小，有时无声，玩游戏时有时外放杂音
使用时间类,用户描述机器待机使用时间短
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,贴膜
前屏裂类,黑屏
前屏裂类,显示屏裂
音频类,耳机无声，上次待料
前屏裂类,显示屏裂
电池盖裂类,电池盖裂
SIM卡类,卡托插不进去
前屏裂类,屏裂
用户描述无故障（纯服务类）,贴膜
前屏裂类,屏碎电池盖碎
开关机类,不开机 
反应慢/不流畅类,用户描述机器反应慢
通话类,玩微信发语音无声，通话有时无声，声小
通话类,听筒声小，有时卡顿
通话类,进水
前屏裂类,14:30接机 屏破 机身弯曲，开裂 【本人】
用户描述无故障（纯服务类）,接机时间5.16，要求贴膜，本人
前屏裂类,机器屏破，8.18收到
通话类,接机时间13；37送话杂音
前显示屏类,接机时间15；18闪屏，用户描述在比较暗的情况下闪屏
开关机类,接机时间17:22，屏破，不开机
前屏裂类,内屏破，电池盖破
用户描述无故障（纯服务类）,接机时间14：26贴膜
开关机类,不开机
前屏裂类,接机时间11；29  屏破【本人】
前显示屏类,接机时间：10:32黑屏不显示【本人】
开关机类,手机进水，隐患已告知用户，资料不保。
用户描述无故障（纯服务类）,贴膜送手机壳
电池盖裂类,换电池盖，贴膜
网络信号类,偶尔不显示4G
网络信号类,在农村拨不出电话
用户描述无故障（纯服务类）,贴保护膜，更换保护套
开关机类,用户反映开机停在vivo界面
用户描述无故障（纯服务类）,咨询黑名单功能
用户描述无故障（纯服务类）,贴膜
通话类,用户反应机器有时通话无发送
用户描述无故障（纯服务类）,用户反映手机屏幕锁密码忘记，提供身份证原件复印件
SIM卡类,用户SIM卡取不出来
开关机类,不开机  停留在vivo标
用户描述无故障（纯服务类）,接机时间16:47    贴膜，更换保护套，清洗
电池盖裂类,其他 
指纹识别类,指纹无功能，送话声音小
Wi-Fi类,wifi自动中断
用户描述无故障（纯服务类）,贴膜
用户描述无故障（纯服务类）,会员贴膜前后模都贴
前屏裂类,屏裂
音频类,喇叭声音小
前屏裂类,屏裂，后盖暂不处理
前显示屏类,不开机 黑屏16-18-18
用户描述无故障（纯服务类）,忘记锁屏密码
后置拍照类,后置拍照模糊
前屏裂类,内外屏裂  电池盖裂  1F 8.17.18.18
电池盖裂类,内外屏裂  电池盖裂  1F 8.17.18.18
前屏裂类,屏裂，换屏
电池盖裂类,后盖裂，换后盖
用户描述无故障（纯服务类）,更换保护套
用户描述无故障（纯服务类）,更换保护膜＋保护套
网络信号类,用户反应有时打不进电话    保留用户资料
前屏裂类,屏裂
充电类,USB插座进液导致锈迹 听筒声音小
其他类,内置程序异常
用户描述无故障（纯服务类）,贴膜
充电类,充电器不能充电
前屏裂类,触屏碎裂
前屏裂类,手机进水不开机
前触摸屏类,触摸屏局部无功能
前屏裂类,屏裂 换屏
前屏裂类,屏裂 换屏
用户描述无故障（纯服务类）,咨询
用户描述无故障（纯服务类）,会员贴膜，送手机套
用户描述无故障（纯服务类）,会员贴膜，
充电类,检测
使用时间类,耗电快
前屏裂类,屏破
电池盖裂类,顺丰取件异常原因:经客户同意，更改收派时间;电池盖破损 
前屏裂类,接机时间13:52   不显示，检测有无碎屏宝
用户描述无故障（纯服务类）,解锁 身份证号码420106198009268416
用户描述无故障（纯服务类）,要求送壳
开关机类,15:53接机 手机进水 【本人】
